Start date, Duration, Assigned task, Task state 
Dec 7  2018 at 1:31:44 PM,25,Data Book,Done 
Dec 7  2018 at 2:11:12 PM,25,Data Book,Done 
Dec 9  2018 at 4:55:59 PM,25,Learn Tableau,Done 
Dec 9  2018 at 5:21:14 PM,25,Learn Tableau,Done 
Dec 9  2018 at 8:42:49 PM,25,Read,Done 
Dec 9  2018 at 9:16:56 PM,25,Read,Done 
Dec 9  2018 at 10:05:08 PM,25,Read,Done 
Dec 10  2018 at 7:41:22 AM,25,Data Book,Done 
Dec 10  2018 at 8:27:42 AM,25,Data Book,Done 
Dec 10  2018 at 8:54:36 AM,25,Data Book,Done 
Dec 10  2018 at 9:33:30 AM,25,Data Book,Done 
Dec 10  2018 at 10:15:15 AM,25,Data Book,Done 
Dec 10  2018 at 12:21:12 PM,25,Read,Done 
Dec 10  2018 at 1:21:31 PM,25,Data Book,Done 
Dec 10  2018 at 2:03:00 PM,25,Data Book,Done 
Dec 10  2018 at 2:44:42 PM,25,Data Book,Done 
Dec 10  2018 at 3:46:43 PM,25,Data Book,Done 
Dec 10  2018 at 5:44:44 PM,25,Learn Tableau,Done 
Dec 11  2018 at 9:06:25 AM,25,Data Book,Done 
Dec 11  2018 at 9:56:48 AM,25,Data Book,Done 
Dec 11  2018 at 10:34:00 AM,25,Data Book,Done 
Dec 11  2018 at 11:02:35 AM,25,Data Book,Done 
Dec 11  2018 at 12:15:45 PM,25,Data Book,Done 
Dec 11  2018 at 12:41:15 PM,25,Data Book,Done 
Dec 11  2018 at 1:07:38 PM,25,Data Book,Done 
Dec 11  2018 at 1:37:43 PM,25,Data Book,Done 
Dec 11  2018 at 2:31:32 PM,25,Data Book,Done 
Dec 11  2018 at 4:49:48 PM,25,Write,Done 
Dec 12  2018 at 9:52:54 AM,25,Data Book,Done 
Dec 12  2018 at 10:21:00 AM,25,Data Book,Done 
Dec 12  2018 at 11:09:50 AM,25,Data Book,Done 
Dec 12  2018 at 11:35:41 AM,25,Data Book,Done 
Dec 12  2018 at 1:25:12 PM,25,Data Book,Done 
Dec 12  2018 at 2:16:23 PM,25,Data Book,Done 
Dec 12  2018 at 2:48:37 PM,25,Data Book,Done 
Dec 12  2018 at 3:13:43 PM,25,Data Book,Done 
Dec 12  2018 at 4:04:29 PM,25,Data Book,Done 
Dec 12  2018 at 4:29:37 PM,25,Data Book,Done 
Dec 13  2018 at 7:46:15 AM,25,Data Book,Done 
Dec 13  2018 at 8:17:24 AM,25,Data Book,Done 
Dec 13  2018 at 8:58:41 AM,25,Data Book,Done 
Dec 13  2018 at 9:49:57 AM,25,Data Book,Done 
Dec 13  2018 at 10:30:19 AM,25,Data Book,Done 
Dec 13  2018 at 11:00:58 AM,25,Data Book,Done 
Dec 13  2018 at 11:45:10 AM,25,Data Book,Done 
Dec 13  2018 at 1:50:48 PM,25,Data Book,Done 
Dec 13  2018 at 2:21:22 PM,25,Data Book,Done 
Dec 14  2018 at 7:57:53 AM,25,Data Book,Done 
Dec 14  2018 at 9:22:16 AM,25,Data Book,Done 
Dec 14  2018 at 10:05:32 AM,25,Data Book,Done 
Dec 14  2018 at 10:36:51 AM,25,Data Book,Done 
Dec 14  2018 at 11:04:45 AM,25,Data Book,Done 
Dec 14  2018 at 11:29:55 AM,25,Data Book,Done 
Dec 14  2018 at 11:56:18 AM,25,Data Book,Done 
Dec 14  2018 at 6:57:48 PM,25,Bullet Journal,Done 
Dec 15  2018 at 12:09:29 AM,25,Bullet Journal,Done 
Dec 15  2018 at 8:26:13 PM,25,Data Book,Done 
Dec 15  2018 at 8:57:06 PM,25,Data Book,Done 
Dec 15  2018 at 9:46:49 PM,25,Data Book,Done 
Dec 15  2018 at 10:12:33 PM,25,Data Book,Done 
Dec 15  2018 at 11:26:27 PM,25,Learn Tableau,Done 
Dec 16  2018 at 4:59:26 PM,25,Data Book,Done 
Dec 16  2018 at 5:25:24 PM,25,Data Book,Done 
Dec 16  2018 at 6:01:52 PM,25,Data Book,Done 
Dec 17  2018 at 7:42:34 AM,25,Data Book,Done 
Dec 17  2018 at 8:22:01 AM,25,Data Book,Done 
Dec 17  2018 at 9:06:40 AM,25,Data Book,Done 
Dec 17  2018 at 9:34:25 AM,25,Data Book,Done 
Dec 17  2018 at 12:45:58 PM,25,Data Book,Done 
Dec 17  2018 at 2:22:36 PM,25,Data Book,Done 
Dec 17  2018 at 3:07:38 PM,25,Data Book,Done 
Dec 17  2018 at 3:38:54 PM,25,Data Book,Done 
Dec 18  2018 at 7:06:41 AM,25,Data Book,Done 
Dec 18  2018 at 7:41:58 AM,25,Data Book,Done 
Dec 18  2018 at 8:21:28 AM,25,Data Book,Done 
Dec 18  2018 at 9:18:06 AM,25,Data Book,Done 
Dec 18  2018 at 9:56:33 AM,25,Data Book,Done 
Dec 18  2018 at 10:37:48 AM,25,Data Book,Done 
Dec 18  2018 at 8:16:40 PM,25,Data Book,Done 
Dec 18  2018 at 8:48:26 PM,25,Data Book,Done 
Dec 18  2018 at 9:52:44 PM,25,Write,Done 
Dec 19  2018 at 7:02:36 AM,25,Data Book,Done 
Dec 19  2018 at 7:32:07 AM,25,Data Book,Done 
Dec 19  2018 at 7:59:11 AM,25,Data Book,Done 
Dec 19  2018 at 12:58:50 PM,25,Data Book,Done 
Dec 19  2018 at 1:28:00 PM,25,Data Book,Done 
Dec 19  2018 at 1:53:07 PM,25,Data Book,Done 
Dec 19  2018 at 2:22:48 PM,25,Data Book,Done 
Dec 19  2018 at 2:51:33 PM,25,Data Book,Done 
Dec 22  2018 at 1:48:21 PM,25,County Snaphsot,Done 
Dec 22  2018 at 2:14:38 PM,25,County Snaphsot,Done 
Dec 22  2018 at 2:43:09 PM,25,County Snaphsot,Done 
Dec 26  2018 at 8:32:22 AM,25,County Snaphsot,Done 
Dec 26  2018 at 9:05:22 AM,25,County Snaphsot,Done 
Dec 26  2018 at 9:55:59 AM,25,County Snaphsot,Done 
Dec 31  2018 at 9:27:40 PM,25,Learn Tableau,Done 
Dec 31  2018 at 10:57:36 PM,25,Learn Tableau,Done 
Dec 31  2018 at 11:26:45 PM,25,Learn Tableau,Done 
Jan 1  2019 at 9:02:15 PM,25,Learn Tableau,Done 
Jan 6  2019 at 4:57:33 PM,25,Bullet Journal,Done 
Jan 6  2019 at 5:22:43 PM,25,Bullet Journal,Done 
Jan 6  2019 at 6:03:02 PM,25,Bullet Journal,Done 
Jan 6  2019 at 6:32:02 PM,25,State of the Child,Done 
Jan 7  2019 at 8:42:07 AM,25,Data Book,Done 
Jan 7  2019 at 9:25:58 AM,25,Data Book,Done 
Jan 7  2019 at 10:02:48 AM,25,Data Book,Done 
Jan 7  2019 at 11:13:37 AM,25,Data Book,Done 
Jan 7  2019 at 11:56:11 AM,25,Data Book,Done 
Jan 7  2019 at 12:52:43 PM,25,Data Book,Done 
Jan 7  2019 at 1:44:53 PM,25,Data Book,Done 
Jan 7  2019 at 2:10:06 PM,25,Data Book,Done 
Jan 7  2019 at 2:55:38 PM,25,Data Book,Done 
Jan 7  2019 at 3:24:05 PM,25,Data Book,Done 
Jan 7  2019 at 5:16:55 PM,25,Data Book,Done 
Jan 8  2019 at 9:10:08 AM,25,Data Book,Done 
Jan 8  2019 at 9:35:15 AM,25,Data Book,Done 
Jan 8  2019 at 10:26:38 AM,25,Data Book,Done 
Jan 8  2019 at 10:51:45 AM,25,Data Book,Done 
Jan 8  2019 at 11:16:52 AM,25,Data Book,Done 
Jan 8  2019 at 11:43:37 AM,25,Data Book,Done 
Jan 8  2019 at 3:30:59 PM,25,Data Book,Done 
Jan 8  2019 at 4:25:07 PM,25,Data Book,Done 
Jan 8  2019 at 5:08:18 PM,25,Data Book,Done 
Jan 9  2019 at 7:48:19 AM,25,Data Book,Done 
Jan 9  2019 at 8:18:05 AM,25,Data Book,Done 
Jan 9  2019 at 8:44:34 AM,25,Data Book,Done 
Jan 9  2019 at 9:33:51 AM,25,Data Book,Done 
Jan 9  2019 at 9:59:00 AM,25,Data Book,Done 
Jan 9  2019 at 10:31:11 AM,25,Data Book,Done 
Jan 9  2019 at 11:08:53 AM,25,Data Book,Done 
Jan 9  2019 at 11:52:17 AM,25,Data Book,Done 
Jan 9  2019 at 12:17:23 PM,25,Data Book,Done 
Jan 9  2019 at 2:21:48 PM,25,Data Book,Done 
Jan 9  2019 at 3:13:47 PM,25,Data Book,Done 
Jan 10  2019 at 6:11:31 AM,25,Write 2019,Done 
Jan 10  2019 at 8:07:13 AM,25,Data Book,Done 
Jan 10  2019 at 9:27:08 AM,25,Data Book,Done 
Jan 10  2019 at 10:01:40 AM,25,Data Book,Done 
Jan 10  2019 at 10:26:59 AM,25,Data Book,Done 
Jan 10  2019 at 10:52:08 AM,25,Data Book,Done 
Jan 10  2019 at 11:59:13 AM,25,Data Book,Done 
Jan 10  2019 at 12:24:40 PM,25,Data Book,Done 
Jan 10  2019 at 12:49:47 PM,25,Data Book,Done 
Jan 10  2019 at 1:14:55 PM,25,Data Book,Done 
Jan 10  2019 at 2:35:26 PM,25,Data Book,Done 
Jan 10  2019 at 3:08:33 PM,25,Data Book,Done 
Jan 10  2019 at 3:33:52 PM,25,Data Book,Done 
Jan 10  2019 at 4:52:40 PM,25,Data Book,Done 
Jan 11  2019 at 9:11:04 AM,25,Data Book,Done 
Jan 11  2019 at 9:40:57 AM,25,Data Book,Done 
Jan 11  2019 at 10:06:04 AM,25,Data Book,Done 
Jan 11  2019 at 10:31:14 AM,25,Data Book,Done 
Jan 11  2019 at 10:56:29 AM,25,Data Book,Done 
Jan 11  2019 at 11:27:48 AM,25,Data Book,Done 
Jan 11  2019 at 11:52:57 AM,25,Data Book,Done 
Jan 11  2019 at 12:18:05 PM,25,Data Book,Done 
Jan 11  2019 at 12:43:12 PM,25,Data Book,Done 
Jan 11  2019 at 1:36:13 PM,25,Data Book,Done 
Jan 11  2019 at 2:01:33 PM,25,Data Book,Done 
Jan 11  2019 at 3:02:35 PM,25,Data Book,Done 
Jan 11  2019 at 5:19:14 PM,25,Data Book,Done 
Jan 11  2019 at 5:44:25 PM,25,Data Book,Done 
Jan 11  2019 at 6:27:25 PM,25,Write 2019,Done 
Jan 14  2019 at 8:10:36 AM,25,Data Book,Done 
Jan 14  2019 at 8:52:14 AM,25,Data Book,Done 
Jan 14  2019 at 10:49:39 AM,25,Data Book,Done 
Jan 16  2019 at 10:14:38 AM,25,Data Book,Done 
Jan 16  2019 at 10:39:48 AM,25,Data Book,Done 
Jan 16  2019 at 11:12:00 AM,25,Data Book,Done 
Jan 16  2019 at 11:40:36 AM,25,Data Book,Done 
Jan 16  2019 at 12:08:50 PM,25,Data Book,Done 
Jan 16  2019 at 12:42:59 PM,25,Data Book,Done 
Jan 16  2019 at 2:42:06 PM,25,Data Book,Done 
Jan 16  2019 at 3:34:49 PM,25,Data Book,Done 
Jan 21  2019 at 6:34:47 PM,25,Read 2019,Done 
Jan 22  2019 at 5:38:31 PM,25,Bullet Journal,Done 
Jan 22  2019 at 6:19:01 PM,25,Read 2019,Done 
Jan 23  2019 at 8:53:12 AM,25,County Snaphsot,Done 
Jan 23  2019 at 9:22:48 AM,25,County Snaphsot,Done 
Jan 23  2019 at 9:49:34 AM,25,County Snaphsot,Done 
Jan 23  2019 at 10:14:44 AM,25,County Snaphsot,Done 
Jan 23  2019 at 10:49:58 AM,25,County Snaphsot,Done 
Jan 23  2019 at 11:18:10 AM,25,County Snaphsot,Done 
Jan 23  2019 at 11:47:28 AM,25,County Snaphsot,Done 
Jan 23  2019 at 2:02:52 PM,25,County Snaphsot,Done 
Jan 23  2019 at 2:51:52 PM,25,County Snaphsot,Done 
Jan 23  2019 at 3:17:15 PM,25,County Snaphsot,Done 
Jan 23  2019 at 3:42:44 PM,25,County Snaphsot,Done 
Jan 25  2019 at 11:46:25 AM,25,County Snaphsot,Done 
Jan 25  2019 at 12:11:56 PM,25,County Snaphsot,Done 
Jan 25  2019 at 1:11:12 PM,25,County Snaphsot,Done 
Jan 25  2019 at 1:48:11 PM,25,County Snaphsot,Done 
Jan 25  2019 at 2:24:11 PM,25,County Snaphsot,Done 
Jan 25  2019 at 2:49:18 PM,25,County Snaphsot,Done 
Jan 26  2019 at 10:30:58 AM,25,P2E,Done 
Jan 26  2019 at 11:04:40 AM,25,P2E,Done 
Jan 26  2019 at 11:53:42 AM,25,Bullet Journal,Done 
Jan 26  2019 at 12:42:42 PM,25,Bullet Journal,Done 
Jan 26  2019 at 1:43:49 PM,25,Bullet Journal,Done 
Jan 26  2019 at 2:09:34 PM,25,Bullet Journal,Done 
Jan 26  2019 at 2:34:58 PM,25,County Snaphsot,Done 
Jan 26  2019 at 9:29:42 PM,25,Bullet Journal,Done 
Jan 26  2019 at 10:03:29 PM,25,Read 2019,Done 
Jan 26  2019 at 10:44:57 PM,25,Write 2019,Done 
Jan 27  2019 at 1:42:11 PM,25,Bullet Journal,Done 
Jan 27  2019 at 2:14:59 PM,25,Read 2019,Done 
Jan 27  2019 at 3:03:52 PM,25,Bullet Journal,Done 
Jan 27  2019 at 3:43:16 PM,25,Bullet Journal,Done 
Jan 27  2019 at 4:35:28 PM,25,Bullet Journal,Done 
Jan 27  2019 at 7:15:36 PM,25,Bullet Journal,Done 
Jan 27  2019 at 7:54:50 PM,25,Read 2019,Done 
Jan 27  2019 at 8:40:29 PM,25,Bullet Journal,Done 
Jan 28  2019 at 5:43:10 AM,25,Read 2019,Done 
Jan 28  2019 at 6:09:41 AM,25,Read 2019,Done 
Jan 28  2019 at 8:13:12 AM,25,County Snaphsot,Done 
Jan 28  2019 at 8:38:23 AM,25,County Snaphsot,Done 
Jan 28  2019 at 9:40:43 AM,25,County Snaphsot,Done 
Jan 28  2019 at 10:15:55 AM,25,County Snaphsot,Done 
Jan 28  2019 at 2:27:55 PM,25,County Snaphsot,Done 
Jan 28  2019 at 2:53:07 PM,25,County Snaphsot,Done 
Jan 28  2019 at 4:19:28 PM,25,County Snaphsot,Done 
Jan 28  2019 at 5:08:26 PM,25,County Snaphsot,Done 
Jan 28  2019 at 5:36:45 PM,25,County Snaphsot,Done 
Jan 28  2019 at 6:26:55 PM,25,Read 2019,Done 
Jan 29  2019 at 8:23:54 AM,25,County Snaphsot,Done 
Jan 29  2019 at 8:56:21 AM,25,County Snaphsot,Done 
Jan 29  2019 at 9:22:45 AM,25,County Snaphsot,Done 
Jan 29  2019 at 9:56:51 AM,25,County Snaphsot,Done 
Jan 29  2019 at 11:03:58 AM,25,Blitz,Done 
Jan 29  2019 at 11:31:47 AM,25,Blitz,Done 
Jan 29  2019 at 1:05:06 PM,25,Blitz,Done 
Jan 29  2019 at 1:59:28 PM,25,Blitz,Done 
Jan 29  2019 at 2:57:24 PM,25,County Snaphsot,Done 
Jan 29  2019 at 3:33:31 PM,25,County Snaphsot,Done 
Jan 29  2019 at 4:29:32 PM,25,County Snaphsot,Done 
Jan 30  2019 at 2:21:08 PM,25,County Snaphsot,Done 
Jan 30  2019 at 2:52:36 PM,25,County Snaphsot,Done 
Jan 30  2019 at 3:17:43 PM,25,County Snaphsot,Done 
Jan 30  2019 at 3:55:27 PM,25,County Snaphsot,Done 
Jan 30  2019 at 4:20:47 PM,25,County Snaphsot,Done 
Jan 30  2019 at 4:45:50 PM,25,County Snaphsot,Done 
Jan 30  2019 at 5:10:53 PM,25,County Snaphsot,Done 
Jan 30  2019 at 5:36:08 PM,25,County Snaphsot,Done 
Jan 30  2019 at 6:01:27 PM,25,County Snaphsot,Done 
Jan 30  2019 at 7:52:17 PM,25,County Snaphsot,Done 
Jan 30  2019 at 8:17:31 PM,25,Write 2019,Done 
Jan 30  2019 at 8:51:33 PM,25,Write 2019,Done 
Jan 30  2019 at 9:30:25 PM,25,Read 2019,Done 
Jan 31  2019 at 9:33:36 AM,25,County Snaphsot,Done 
Jan 31  2019 at 10:03:20 AM,25,County Snaphsot,Done 
Jan 31  2019 at 10:28:32 AM,25,County Snaphsot,Done 
Jan 31  2019 at 11:07:21 AM,25,County Snaphsot,Done 
Jan 31  2019 at 11:51:34 AM,25,County Snaphsot,Done 
Jan 31  2019 at 12:16:39 PM,25,County Snaphsot,Done 
Jan 31  2019 at 12:41:47 PM,25,County Snaphsot,Done 
Jan 31  2019 at 1:06:54 PM,25,County Snaphsot,Done 
Jan 31  2019 at 1:36:09 PM,25,County Snaphsot,Done 
Jan 31  2019 at 2:10:19 PM,25,County Snaphsot,Done 
Jan 31  2019 at 3:46:05 PM,25,County Snaphsot,Done 
Jan 31  2019 at 4:46:04 PM,25,County Snaphsot,Done 
Jan 31  2019 at 8:25:03 PM,25,Read 2019,Done 
Jan 31  2019 at 8:55:14 PM,25,Read 2019,Done 
Feb 1  2019 at 9:26:48 AM,25,County Snaphsot,Done 
Feb 1  2019 at 10:02:11 AM,25,County Snaphsot,Done 
Feb 1  2019 at 10:36:57 AM,25,County Snaphsot,Done 
Feb 1  2019 at 11:02:04 AM,25,County Snaphsot,Done 
Feb 1  2019 at 11:27:12 AM,25,County Snaphsot,Done 
Feb 1  2019 at 12:13:42 PM,25,County Snaphsot,Done 
Feb 1  2019 at 1:33:52 PM,25,County Snaphsot,Done 
Feb 1  2019 at 2:29:09 PM,25,County Snaphsot,Done 
Feb 2  2019 at 4:43:51 PM,25,Bullet Journal,Done 
Feb 2  2019 at 5:15:57 PM,25,Bullet Journal,Done 
Feb 2  2019 at 5:41:07 PM,25,Bullet Journal,Done 
Feb 2  2019 at 6:09:15 PM,25,Bullet Journal,Done 
Feb 2  2019 at 6:54:51 PM,25,Read 2019,Done 
Feb 2  2019 at 8:10:24 PM,25,Write 2019,Done 
Feb 2  2019 at 8:39:16 PM,25,Write 2019,Done 
Feb 7  2019 at 9:03:24 AM,25,County Snaphsot,Done 
Feb 7  2019 at 9:49:04 AM,25,County Snaphsot,Done 
Feb 7  2019 at 10:26:34 AM,25,County Snaphsot,Done 
Feb 7  2019 at 11:08:23 AM,25,County Snaphsot,Done 
Feb 7  2019 at 12:58:44 PM,25,County Snaphsot,Done 
Feb 7  2019 at 1:57:39 PM,25,County Snaphsot,Done 
Feb 7  2019 at 2:52:35 PM,25,County Snaphsot,Done 
Feb 7  2019 at 3:26:56 PM,25,County Snaphsot,Done 
Feb 7  2019 at 5:08:57 PM,25,P2E,Done 
Feb 7  2019 at 5:38:52 PM,25,P2E,Done 
Feb 8  2019 at 8:40:17 AM,25,County Snaphsot,Done 
Feb 8  2019 at 9:11:17 AM,25,County Snaphsot,Done 
Feb 8  2019 at 9:38:09 AM,25,County Snaphsot,Done 
Feb 8  2019 at 10:10:15 AM,25,County Snaphsot,Done 
Feb 8  2019 at 2:12:14 PM,25,County Snaphsot,Done 
Feb 8  2019 at 2:39:25 PM,25,County Snaphsot,Done 
Feb 8  2019 at 3:04:56 PM,25,County Snaphsot,Done 
Feb 9  2019 at 10:16:29 AM,25,P2E,Done 
Feb 9  2019 at 10:43:41 AM,25,P2E,Done 
Feb 9  2019 at 3:24:36 PM,25,P2E,Done 
Feb 9  2019 at 3:49:48 PM,25,P2E,Done 
Feb 10  2019 at 1:41:40 PM,25,Bullet Journal,Done 
Feb 10  2019 at 2:14:26 PM,25,Tasks,Done 
Feb 10  2019 at 3:21:06 PM,25,Tasks,Done 
Feb 10  2019 at 3:50:43 PM,25,Skillshare,Done 
Feb 10  2019 at 4:34:16 PM,25,Tasks,Done 
Feb 11  2019 at 5:13:21 AM,25,Write 2019,Done 
Feb 11  2019 at 5:49:42 AM,25,Write 2019,Done 
Feb 11  2019 at 7:37:42 AM,25,Tasks,Done 
Feb 11  2019 at 8:17:16 AM,25,County Snaphsot,Done 
Feb 11  2019 at 9:06:47 AM,25,County Snaphsot,Done 
Feb 11  2019 at 9:31:59 AM,25,County Snaphsot,Done 
Feb 11  2019 at 10:04:19 AM,25,County Snaphsot,Done 
Feb 11  2019 at 11:22:13 AM,25,County Snaphsot,Done 
Feb 11  2019 at 11:51:41 AM,25,County Snaphsot,Done 
Feb 11  2019 at 12:59:51 PM,25,County Snaphsot,Done 
Feb 11  2019 at 1:33:20 PM,25,County Snaphsot,Done 
Feb 11  2019 at 2:01:10 PM,25,County Snaphsot,Done 
Feb 11  2019 at 2:26:23 PM,25,County Snaphsot,Done 
Feb 11  2019 at 3:06:01 PM,25,County Snaphsot,Done 
Feb 11  2019 at 3:39:10 PM,25,County Snaphsot,Done 
Feb 11  2019 at 5:28:24 PM,25,Read 2019,Done 
Feb 11  2019 at 9:54:08 PM,25,Read 2019,Done 
Feb 12  2019 at 7:45:30 AM,25,County Snaphsot,Done 
Feb 12  2019 at 8:18:08 AM,25,County Snaphsot,Done 
Feb 12  2019 at 9:08:33 AM,25,County Snaphsot,Done 
Feb 12  2019 at 9:49:32 AM,25,County Snaphsot,Done 
Feb 12  2019 at 10:23:39 AM,25,County Snaphsot,Done 
Feb 12  2019 at 10:55:34 AM,25,County Snaphsot,Done 
Feb 12  2019 at 11:39:10 AM,25,County Snaphsot,Done 
Feb 12  2019 at 1:02:04 PM,25,County Snaphsot,Done 
Feb 12  2019 at 2:14:42 PM,25,County Snaphsot,Done 
Feb 12  2019 at 2:39:45 PM,25,County Snaphsot,Done 
Feb 12  2019 at 3:07:32 PM,25,County Snaphsot,Done 
Feb 12  2019 at 3:39:49 PM,25,County Snaphsot,Done 
Feb 12  2019 at 4:05:08 PM,25,County Snaphsot,Done 
Feb 12  2019 at 5:04:02 PM,25,Write 2019,Done 
Feb 13  2019 at 8:08:22 AM,25,County Snaphsot,Done 
Feb 13  2019 at 8:38:45 AM,25,County Snaphsot,Done 
Feb 13  2019 at 9:18:09 AM,25,County Snaphsot,Done 
Feb 13  2019 at 9:50:01 AM,25,County Snaphsot,Done 
Feb 13  2019 at 10:39:47 AM,25,County Snaphsot,Done 
Feb 13  2019 at 11:37:14 AM,25,County Snaphsot,Done 
Feb 13  2019 at 12:23:06 PM,25,County Snaphsot,Done 
Feb 13  2019 at 2:01:02 PM,25,County Snaphsot,Done 
Feb 13  2019 at 2:32:29 PM,25,County Snaphsot,Done 
Feb 13  2019 at 2:57:35 PM,25,County Snaphsot,Done 
Feb 13  2019 at 3:26:38 PM,25,County Snaphsot,Done 
Feb 13  2019 at 3:52:43 PM,25,County Snaphsot,Done 
Feb 13  2019 at 4:22:26 PM,25,County Snaphsot,Done 
Feb 13  2019 at 4:47:31 PM,25,County Snaphsot,Done 
Feb 13  2019 at 8:32:44 PM,25,Read 2019,Done 
Feb 14  2019 at 7:53:22 AM,25,County Snaphsot,Done 
Feb 14  2019 at 8:27:18 AM,25,County Snaphsot,Done 
Feb 14  2019 at 8:52:32 AM,25,County Snaphsot,Done 
Feb 14  2019 at 9:27:01 AM,25,County Snaphsot,Done 
Feb 14  2019 at 9:52:15 AM,25,County Snaphsot,Done 
Feb 14  2019 at 10:40:36 AM,25,County Snaphsot,Done 
Feb 14  2019 at 11:06:43 AM,25,County Snaphsot,Done 
Feb 14  2019 at 12:11:07 PM,25,County Snaphsot,Done 
Feb 14  2019 at 1:00:16 PM,25,County Snaphsot,Done 
Feb 14  2019 at 1:32:42 PM,25,County Snaphsot,Done 
Feb 14  2019 at 2:20:48 PM,25,County Snaphsot,Done 
Feb 14  2019 at 2:45:56 PM,25,County Snaphsot,Done 
Feb 14  2019 at 3:34:17 PM,25,County Snaphsot,Done 
Feb 15  2019 at 8:07:42 AM,25,County Snaphsot,Done 
Feb 15  2019 at 8:32:49 AM,25,County Snaphsot,Done 
Feb 15  2019 at 9:03:23 AM,25,County Snaphsot,Done 
Feb 15  2019 at 9:39:03 AM,25,County Snaphsot,Done 
Feb 15  2019 at 10:18:17 AM,25,County Snaphsot,Done 
Feb 15  2019 at 10:43:24 AM,25,County Snaphsot,Done 
Feb 15  2019 at 12:06:35 PM,25,County Snaphsot,Done 
Feb 15  2019 at 12:52:28 PM,25,County Snaphsot,Done 
Feb 15  2019 at 1:17:46 PM,25,County Snaphsot,Done 
Feb 15  2019 at 1:44:56 PM,25,County Snaphsot,Done 
Feb 15  2019 at 2:15:11 PM,25,County Snaphsot,Done 
Feb 15  2019 at 3:23:48 PM,25,County Snaphsot,Done 
Feb 15  2019 at 4:07:56 PM,25,County Snaphsot,Done 
Feb 15  2019 at 5:01:14 PM,25,Read 2019,Done 
Feb 16  2019 at 8:36:53 AM,25,Bullet Journal,Done 
Feb 16  2019 at 9:10:24 AM,25,Bullet Journal,Done 
Feb 17  2019 at 9:52:53 AM,25,P2E,Done 
Feb 17  2019 at 10:18:36 AM,25,P2E,Done 
Feb 17  2019 at 11:14:51 AM,25,Bullet Journal,Done 
Feb 17  2019 at 11:47:17 AM,25,Bullet Journal,Done 
Feb 17  2019 at 3:22:05 PM,25,Learn Tableau,Done 
Feb 17  2019 at 3:47:09 PM,25,Learn Tableau,Done 
Feb 17  2019 at 4:31:37 PM,25,Learn Tableau,Done 
Feb 17  2019 at 5:00:19 PM,25,Learn Tableau,Done 
Feb 17  2019 at 8:44:52 PM,25,Learn Tableau,Done 
Feb 17  2019 at 9:26:05 PM,25,Write 2019,Done 
Feb 18  2019 at 7:40:00 AM,25,County Snaphsot,Done 
Feb 18  2019 at 8:07:12 AM,25,County Snaphsot,Done 
Feb 18  2019 at 8:41:31 AM,25,County Snaphsot,Done 
Feb 18  2019 at 9:13:09 AM,25,County Snaphsot,Done 
Feb 18  2019 at 9:42:02 AM,25,County Snaphsot,Done 
Feb 18  2019 at 11:23:07 AM,25,County Snaphsot,Done 
Feb 18  2019 at 12:08:59 PM,25,County Snaphsot,Done 
Feb 18  2019 at 3:28:31 PM,25,Data Request,Done 
Feb 18  2019 at 4:40:59 PM,25,Data Request,Done 
Feb 18  2019 at 6:01:11 PM,25,Read 2019,Done 
Feb 19  2019 at 2:42:09 PM,25,Data Request,Done 
Feb 19  2019 at 3:07:13 PM,25,Data Request,Done 
Feb 22  2019 at 11:33:27 AM,25,Data Request,Done 
Feb 23  2019 at 1:05:41 PM,25,P2E,Done 
Feb 23  2019 at 1:32:14 PM,25,P2E,Done 
Feb 23  2019 at 4:24:28 PM,25,P2E,Done 
Feb 23  2019 at 5:44:43 PM,25,P2E,Done 
Feb 24  2019 at 3:06:42 PM,25,Read 2019,Done 
Feb 24  2019 at 3:41:49 PM,25,Read 2019,Done 
Feb 24  2019 at 4:18:58 PM,25,Read 2019,Done 
Feb 24  2019 at 4:54:27 PM,25,Read 2019,Done 
Feb 24  2019 at 6:05:03 PM,25,Write 2019,Done 
Feb 24  2019 at 7:32:43 PM,25,Bullet Journal,Done 
Feb 25  2019 at 9:45:20 AM,25,Learn Tableau,Done 
Feb 25  2019 at 10:24:47 AM,25,Learn Tableau,Done 
Feb 25  2019 at 11:11:10 AM,25,Learn Tableau,Done 
Feb 25  2019 at 2:53:27 PM,25,Learn Tableau,Done 
Feb 25  2019 at 3:46:51 PM,25,Learn Tableau,Done 
Feb 26  2019 at 8:47:34 AM,25,Learn Tableau,Done 
Feb 26  2019 at 11:39:54 AM,25,Learn Tableau,Done 
Feb 26  2019 at 1:24:50 PM,25,Data Request,Done 
Feb 26  2019 at 2:03:12 PM,25,Data Request,Done 
Feb 26  2019 at 2:36:40 PM,25,Data Request,Done 
Feb 27  2019 at 5:39:56 AM,25,Read 2019,Done 
Feb 27  2019 at 9:44:25 AM,25,Data Request,Done 
Feb 27  2019 at 10:15:09 AM,25,Data Request,Done 
Feb 27  2019 at 10:50:55 AM,25,Learn Tableau,Done 
Feb 27  2019 at 3:19:47 PM,25,Data Request,Done 
Feb 27  2019 at 3:45:05 PM,25,Data Request,Done 
Feb 28  2019 at 12:56:47 PM,25,Data Request,Done 
Feb 28  2019 at 1:21:53 PM,25,Data Request,Done 
Mar 2  2019 at 10:19:29 AM,25,Bullet Journal,Done 
